brand,year,selling_price,km_driven,fuel_type,transmission,owner_type
Ford,2006,3.0,207830,Diesel,Automatic,First Owner
Nissan,2016,4.248700874881304,174852,Diesel,Manual,Second Owner
Kia,2008,3.0,218954,Diesel,Manual,Second Owner
Kia,2022,8.16869997180549,176864,Petrol,Manual,Second Owner
Mercedes,2018,53.50499026461473,122718,Petrol,Manual,Fourth & Above Owner
Renault,2006,3.0,77333,Petrol,Manual,Second Owner
Volkswagen,2021,3.0,246487,Petrol,Automatic,Third Owner
Kia,2009,5.820106209882491,184735,Lpg,Manual,First Owner
Toyota,2014,12.55340508827211,219330,Petrol,Manual,First Owner
Honda,2006,3.0,148327,Diesel,Manual,First Owner
Nissan,2006,3.0,130065,Petrol,Automatic,Second Owner
Honda,2009,16.407378003496426,13404,Petrol,Manual,Third Owner
Tata,2014,13.53300307756349,21975,Petrol,Automatic,Second Owner
Volkswagen,2014,3.0,178156,Petrol,Manual,First Owner
Toyota,2020,23.683783920917975,60000,Petrol,Automatic,First Owner
Nissan,2007,11.245731217431056,25090,Diesel,Manual,Fourth & Above Owner
Nissan,2018,5.246999747031197,195217,Petrol,Automatic,First Owner
Toyota,2005,11.449619694299052,157029,Diesel,Automatic,First Owner
Renault,2010,6.904473785734593,32232,Cng,Automatic,Second Owner
Kia,2008,8.524628640853026,127467,Petrol,Automatic,Second Owner
Mercedes,2007,47.33947190779291,120101,Lpg,Manual,First Owner
Tata,2015,11.230236138983123,5909,Petrol,Manual,First Owner
Volkswagen,2021,8.08221620980869,153188,Petrol,Manual,Second Owner
Bmw,2017,43.02936405666237,102188,Petrol,Manual,First Owner
Bmw,2020,27.456917719016424,220194,Diesel,Manual,First Owner
Maruti,2015,8.080881817981213,33352,Petrol,Manual,First Owner
Toyota,2005,9.28899357888124,212542,Diesel,Manual,First Owner
Skoda,2011,19.551687617328113,6573,Diesel,Automatic,First Owner
Tata,2019,3.0,192248,Petrol,Automatic,Second Owner
Toyota,2005,13.462166117377189,196734,Diesel,Manual,First Owner
Toyota,2006,14.230291760472538,104885,Diesel,Manual,First Owner
Mahindra,2020,16.74232482897427,73735,Petrol,Automatic,First Owner
Mahindra,2006,6.571370353711598,39851,Petrol,Manual,First Owner
Honda,2022,16.731106829453303,88284,Petrol,Manual,Second Owner
Nissan,2018,6.523521900473347,169064,Petrol,Manual,First Owner
Maruti,2016,3.0,182595,Diesel,Manual,Fourth & Above Owner
Toyota,2014,19.94911733308321,49415,Petrol,Manual,Second Owner
Maruti,2006,9.73579705707192,7729,Petrol,Manual,First Owner
Volkswagen,2012,7.36564483596627,142522,Diesel,Manual,Third Owner
Tata,2019,3.67751376927593,147292,Diesel,Automatic,First Owner
Mercedes,2021,44.12724844273015,245266,Cng,Automatic,First Owner
Volkswagen,2013,3.0,191527,Petrol,Manual,First Owner
Mercedes,2020,52.665225375968845,139825,Diesel,Automatic,Second Owner
Bmw,2018,31.019546564191785,149999,Petrol,Manual,Second Owner
Ford,2006,3.0,163161,Diesel,Manual,Second Owner
Skoda,2016,6.881850025741352,115674,Petrol,Manual,Third Owner
Renault,2016,3.0,171005,Petrol,Manual,Fourth & Above Owner
Kia,2014,13.41441132534958,52883,Lpg,Manual,First Owner
Kia,2018,7.914815683321201,208445,Diesel,Automatic,Third Owner
Volkswagen,2021,3.5502037074179467,216111,Diesel,Manual,First Owner
Audi,2014,35.19829014142714,111570,Petrol,Manual,Fourth & Above Owner
Tata,2010,3.0,116885,Diesel,Manual,First Owner
Skoda,2022,8.687233376788189,126889,Petrol,Manual,First Owner
Audi,2022,31.55204779418219,205255,Petrol,Manual,First Owner
Nissan,2017,11.594848384101159,48113,Petrol,Manual,First Owner
Toyota,2016,25.182382683954675,88673,Petrol,Manual,Third Owner
Mercedes,2006,45.15286409293841,155596,Petrol,Manual,First Owner
Renault,2012,3.0,174886,Diesel,Manual,First Owner
Mahindra,2008,14.659339396122341,77460,Petrol,Automatic,Third Owner
Mahindra,2014,17.433067635726783,33708,Diesel,Manual,Second Owner
Volkswagen,2019,9.547207950961432,129368,Cng,Automatic,Second Owner
Toyota,2009,11.683876675087532,161445,Petrol,Automatic,Fourth & Above Owner
Hyundai,2022,3.0,192806,Diesel,Manual,First Owner
Ford,2007,10.002442772999318,5727,Petrol,Manual,First Owner
Bmw,2006,46.47509670403823,9304,Cng,Manual,First Owner
Toyota,2022,23.601707945965323,99692,Petrol,Automatic,First Owner
Kia,2006,7.97260389264488,143159,Petrol,Manual,First Owner
Mercedes,2018,57.39448814406559,5873,Petrol,Manual,Second Owner
Renault,2018,8.362499345031917,47494,Cng,Manual,First Owner
Kia,2010,6.963461755002301,107632,Petrol,Automatic,Second Owner
Ford,2006,3.0,73448,Diesel,Manual,Second Owner
Mahindra,2010,3.080634325321541,179083,Petrol,Manual,First Owner
Maruti,2006,9.07253245142146,13504,Diesel,Manual,Second Owner
Kia,2017,3.0,222643,Petrol,Automatic,First Owner
Kia,2020,19.395436689641112,46518,Petrol,Manual,Second Owner
Mercedes,2022,55.326803707661426,112956,Petrol,Manual,First Owner
Hyundai,2019,3.0,246724,Petrol,Automatic,Third Owner
Toyota,2018,17.623928813627675,167352,Diesel,Manual,Second Owner
Maruti,2020,3.0,249638,Diesel,Automatic,Second Owner
Maruti,2018,15.769150509562316,9817,Petrol,Manual,First Owner
Tata,2016,3.0,181362,Petrol,Manual,First Owner
Volkswagen,2022,19.075178625578026,23546,Petrol,Manual,First Owner
Maruti,2010,3.0,154904,Diesel,Manual,Second Owner
Kia,2012,13.296552494260633,84857,Diesel,Automatic,Second Owner
Ford,2021,3.0,195366,Diesel,Manual,Third Owner
Tata,2010,9.186307039547742,35466,Diesel,Manual,First Owner
Renault,2010,3.0,224655,Petrol,Manual,Third Owner
Mercedes,2007,44.90676931227257,122786,Petrol,Manual,Third Owner
Toyota,2009,12.021620481633096,132229,Diesel,Manual,First Owner
Maruti,2015,3.0,144921,Petrol,Manual,First Owner
Maruti,2020,12.07944959802567,13644,Petrol,Automatic,Second Owner
Skoda,2007,12.778545864218339,81050,Petrol,Manual,First Owner
Hyundai,2017,3.0,178801,Diesel,Automatic,First Owner
Bmw,2018,28.689986712639897,240402,Diesel,Manual,Second Owner
Honda,2021,3.0,246227,Lpg,Manual,Second Owner
Mercedes,2018,44.85821807944814,136246,Petrol,Manual,First Owner
Maruti,2007,8.415152731108332,68222,Petrol,Manual,Fourth & Above Owner
Nissan,2013,7.141689834354079,122005,Petrol,Manual,First Owner
Audi,2022,35.45753638175854,118549,Diesel,Automatic,First Owner
Ford,2021,6.136239832683585,102323,Petrol,Manual,First Owner
Tata,2016,4.685167292833298,93512,Cng,Manual,Third Owner
Kia,2022,5.511555307641044,217741,Petrol,Manual,Third Owner
Toyota,2017,19.685062527187434,100664,Diesel,Manual,First Owner
Renault,2006,6.484407922844829,12168,Diesel,Manual,Second Owner
Honda,2021,3.8317566818230953,181742,Petrol,Automatic,First Owner
Tata,2008,3.0,167942,Diesel,Manual,First Owner
Ford,2011,5.047633523285893,97709,Petrol,Automatic,First Owner
Mahindra,2009,6.122406727284542,159348,Diesel,Manual,Third Owner
Maruti,2017,3.0,235565,Diesel,Manual,First Owner
Toyota,2005,8.73660646675223,231482,Diesel,Automatic,Second Owner
Hyundai,2016,3.0,198466,Petrol,Manual,First Owner
Ford,2020,4.1792813297363445,147918,Lpg,Manual,Third Owner
Skoda,2019,20.917467518369417,11773,Cng,Manual,Fourth & Above Owner
Mahindra,2010,3.0,130491,Diesel,Manual,First Owner
Maruti,2021,3.0,205544,Lpg,Manual,Second Owner
Hyundai,2011,3.0,211999,Petrol,Manual,Second Owner
Renault,2017,3.0,194350,Petrol,Manual,Fourth & Above Owner
Toyota,2014,8.078721827374272,246693,Petrol,Manual,First Owner
Renault,2006,3.0,131540,Petrol,Manual,First Owner
Maruti,2005,9.513173570555526,31877,Petrol,Manual,First Owner
Toyota,2008,13.702395201745016,126720,Diesel,Automatic,Second Owner
Ford,2021,10.76202358310021,83084,Petrol,Automatic,First Owner
Ford,2022,3.0,209704,Petrol,Manual,First Owner
Volkswagen,2012,3.0,195398,Diesel,Automatic,Third Owner
Mercedes,2022,49.30788942948971,109072,Diesel,Automatic,Third Owner
Renault,2005,3.0,100119,Lpg,Manual,First Owner
Skoda,2022,13.398439186329917,44068,Petrol,Manual,Second Owner
Renault,2009,8.173541964835012,15575,Diesel,Automatic,First Owner
Tata,2005,3.0,81660,Petrol,Manual,Second Owner
Tata,2018,4.967207205434391,64049,Petrol,Manual,First Owner
Toyota,2011,23.216986915085062,69974,Diesel,Manual,First Owner
Volkswagen,2010,3.0,249625,Petrol,Manual,First Owner
Tata,2018,3.0,171859,Diesel,Automatic,Fourth & Above Owner
Nissan,2010,3.0,140090,Petrol,Manual,First Owner
Renault,2018,8.55220276151383,48823,Petrol,Manual,First Owner
Skoda,2008,3.0,211080,Petrol,Manual,First Owner
Audi,2006,27.221503158669023,162969,Petrol,Automatic,Third Owner
Honda,2010,6.3235094451515845,131129,Petrol,Manual,First Owner
Tata,2015,3.0,119161,Petrol,Manual,First Owner
Mercedes,2009,42.45794060302794,140379,Petrol,Manual,Second Owner
Toyota,2007,8.443687227056227,210716,Diesel,Manual,First Owner
Tata,2018,3.0,181431,Petrol,Automatic,Second Owner
Nissan,2013,6.831788545060114,123824,Diesel,Manual,Second Owner
Renault,2012,3.0,168567,Diesel,Automatic,Second Owner
Maruti,2009,3.0,232801,Petrol,Manual,Second Owner
Renault,2005,3.0,84929,Petrol,Automatic,First Owner
Ford,2005,3.0,225614,Diesel,Manual,Second Owner
Skoda,2017,3.7727795156345265,153663,Diesel,Manual,Fourth & Above Owner
Audi,2006,33.738753973019115,50395,Petrol,Manual,First Owner
Mahindra,2009,3.0,241903,Diesel,Manual,Third Owner
Mahindra,2021,6.361876848408354,173110,Petrol,Automatic,Second Owner
Bmw,2011,38.93505780142712,99554,Petrol,Manual,Second Owner
Maruti,2018,9.997455941171918,57583,Petrol,Manual,First Owner
Toyota,2011,8.540872085151776,229367,Petrol,Manual,Fourth & Above Owner
Mahindra,2021,4.879516588344329,206709,Petrol,Manual,First Owner
Maruti,2019,8.736706828551494,15907,Petrol,Manual,First Owner
Nissan,2013,3.619377968577575,160752,Petrol,Manual,First Owner
Hyundai,2017,8.184433782485453,33081,Diesel,Automatic,Second Owner
Maruti,2012,4.7672625959503,77058,Petrol,Manual,Second Owner
Nissan,2021,6.119687306145006,144164,Diesel,Manual,Second Owner
Mahindra,2011,14.181054014685404,66035,Diesel,Manual,First Owner
Skoda,2020,10.652664915775924,130560,Petrol,Manual,Second Owner
Maruti,2016,5.156581917290409,110246,Petrol,Manual,First Owner
Mahindra,2016,11.946363170460522,147467,Petrol,Automatic,Second Owner
Hyundai,2011,3.2929791771099657,201177,Diesel,Manual,First Owner
Audi,2019,41.726117145827786,43019,Petrol,Manual,First Owner
Bmw,2018,31.545065635998128,200059,Petrol,Manual,First Owner
Renault,2019,7.992279340988673,59480,Lpg,Automatic,First Owner
Tata,2019,11.56866347251831,13177,Petrol,Automatic,Second Owner
Hyundai,2007,4.739804175927631,114373,Petrol,Manual,Fourth & Above Owner
Volkswagen,2020,15.354056225672434,79060,Diesel,Manual,Second Owner
Tata,2020,4.2578323147101065,50209,Cng,Manual,First Owner
Volkswagen,2009,5.538006836042214,108598,Petrol,Manual,First Owner
Audi,2022,32.49196605134753,217869,Petrol,Manual,Second Owner
Skoda,2014,7.5055557662268155,148467,Petrol,Manual,First Owner
Renault,2010,3.0,183319,Petrol,Manual,Second Owner
Maruti,2009,4.31700328240456,41634,Petrol,Automatic,Second Owner
Toyota,2011,28.21907761313479,23578,Petrol,Manual,First Owner
Skoda,2005,10.801299109480059,87144,Diesel,Manual,Fourth & Above Owner
Renault,2017,3.0,194733,Diesel,Automatic,First Owner
Bmw,2017,28.053444272652886,221971,Lpg,Manual,Second Owner
Ford,2017,14.16288873736266,29927,Diesel,Manual,First Owner
Mahindra,2014,7.065044712763578,121754,Petrol,Manual,First Owner
Nissan,2011,3.2529943798710907,102144,Petrol,Manual,First Owner
Mercedes,2018,44.82013497570975,187315,Petrol,Automatic,Second Owner
Kia,2020,20.81169398366925,55348,Petrol,Automatic,First Owner
Skoda,2006,3.8418463039720043,123770,Petrol,Manual,Third Owner
Toyota,2011,8.380354602757162,213204,Diesel,Automatic,First Owner
Tata,2022,3.4917863539614613,118920,Petrol,Manual,First Owner
Tata,2020,3.0,196413,Petrol,Manual,Second Owner
Nissan,2022,3.0,157371,Petrol,Manual,First Owner
Volkswagen,2008,5.400545177490381,151363,Lpg,Manual,First Owner
Ford,2013,7.404229420256742,68544,Diesel,Manual,First Owner
Kia,2007,3.0,248159,Petrol,Manual,Second Owner
Bmw,2020,41.345920971786654,66201,Petrol,Automatic,First Owner
Nissan,2014,3.0,233092,Cng,Manual,First Owner
Kia,2009,3.0,247391,Petrol,Manual,Second Owner
Hyundai,2006,3.0,130289,Diesel,Manual,Third Owner
Honda,2018,3.0,217903,Diesel,Manual,First Owner
Mercedes,2019,43.34268629240933,180197,Diesel,Manual,Third Owner
Skoda,2020,4.327147167508883,185749,Petrol,Manual,First Owner
Mahindra,2022,22.63623119137996,21784,Cng,Manual,First Owner
Toyota,2019,26.56901660764736,38600,Petrol,Automatic,First Owner
Volkswagen,2019,18.172647627904126,22056,Petrol,Manual,First Owner
Mercedes,2019,58.36925876750316,12405,Petrol,Manual,First Owner
Hyundai,2022,3.0,209814,Petrol,Manual,First Owner
Bmw,2013,44.10279424804685,47976,Petrol,Automatic,First Owner
Toyota,2018,26.431020234217012,6552,Diesel,Automatic,First Owner
Tata,2019,3.0,234744,Diesel,Manual,First Owner
Renault,2007,3.0,73295,Petrol,Manual,First Owner
Ford,2017,3.0,204990,Diesel,Manual,First Owner
Bmw,2011,24.950244789806483,240328,Lpg,Manual,Second Owner
Toyota,2007,16.44772082147915,133153,Petrol,Automatic,First Owner
Skoda,2008,3.0,232046,Diesel,Manual,First Owner
Hyundai,2007,3.0,242351,Lpg,Manual,First Owner
Skoda,2021,18.067879851399574,40351,Diesel,Manual,Second Owner
Maruti,2018,12.960441560930828,40912,Petrol,Automatic,Second Owner
Mercedes,2006,42.80245263257806,95634,Diesel,Manual,Third Owner
Honda,2016,8.014133254020384,141991,Diesel,Manual,First Owner
Honda,2016,3.0,197579,Petrol,Automatic,Second Owner
Maruti,2014,3.0,49889,Petrol,Manual,First Owner
Audi,2015,44.490517445830605,52383,Petrol,Manual,Third Owner
Mahindra,2021,13.09690140378195,80075,Petrol,Manual,Second Owner
Bmw,2014,39.560623125970096,71491,Petrol,Manual,First Owner
Audi,2016,20.61403438780508,235333,Petrol,Manual,Fourth & Above Owner
Skoda,2015,9.452502681157524,102017,Diesel,Automatic,First Owner
Audi,2012,25.798748758158126,217728,Diesel,Automatic,Fourth & Above Owner
Toyota,2021,30.961665886543745,18691,Petrol,Manual,First Owner
Mercedes,2012,50.287851119845584,29940,Petrol,Manual,First Owner
Skoda,2019,3.0,201885,Petrol,Automatic,Second Owner
Toyota,2015,25.38084889620366,66138,Petrol,Manual,First Owner
Hyundai,2017,15.027011843225713,25242,Diesel,Manual,Second Owner
Nissan,2018,5.068316641840733,150654,Petrol,Automatic,First Owner
Mahindra,2018,19.414346448391786,41084,Lpg,Manual,First Owner
Volkswagen,2015,14.875044708007824,20031,Petrol,Manual,First Owner
Tata,2016,8.22078209631903,104498,Petrol,Manual,Fourth & Above Owner
Hyundai,2014,3.485532803488517,139770,Diesel,Manual,Fourth & Above Owner
Mercedes,2011,46.35005609086486,134203,Petrol,Manual,First Owner
Mahindra,2018,10.76929928211242,148200,Petrol,Manual,Second Owner
Audi,2020,40.53907864295377,10788,Petrol,Manual,First Owner
Audi,2017,39.4493809463782,76286,Diesel,Manual,First Owner
Maruti,2018,6.06781153647586,89148,Petrol,Manual,Fourth & Above Owner
Mahindra,2019,12.482674782117702,76815,Diesel,Manual,Third Owner
Mercedes,2011,42.931652583504004,141966,Diesel,Manual,Second Owner
Renault,2006,4.1143008731239625,61124,Diesel,Automatic,First Owner
Hyundai,2011,3.0,159838,Diesel,Manual,Second Owner
Kia,2018,3.1280091018395013,234240,Diesel,Manual,Fourth & Above Owner
Tata,2019,3.0,166884,Diesel,Manual,Fourth & Above Owner
Maruti,2014,7.973605244268014,100273,Petrol,Automatic,Second Owner
Nissan,2019,6.645666601114142,111506,Diesel,Automatic,First Owner
Maruti,2006,3.0,148390,Diesel,Automatic,Fourth & Above Owner
Volkswagen,2016,3.4772371296751783,182372,Petrol,Manual,Second Owner
Kia,2017,15.055471472348676,78885,Diesel,Manual,First Owner
Volkswagen,2014,18.43127369601642,14411,Petrol,Manual,First Owner
Volkswagen,2017,8.08417241703603,177152,Petrol,Manual,Second Owner
Honda,2013,3.1574681656625314,167077,Petrol,Manual,Third Owner
Hyundai,2014,11.161542260294588,29853,Petrol,Automatic,Fourth & Above Owner
Volkswagen,2015,5.141981418029432,158506,Petrol,Manual,Fourth & Above Owner
Nissan,2019,11.788257955176299,22552,Petrol,Manual,Second Owner
Hyundai,2009,3.0,162558,Petrol,Automatic,Fourth & Above Owner
Nissan,2010,3.0,187349,Petrol,Automatic,First Owner
Ford,2012,14.425490146890503,8802,Diesel,Manual,First Owner
Volkswagen,2008,3.0,183033,Petrol,Manual,First Owner
Mahindra,2011,23.426898248496425,34509,Lpg,Automatic,Second Owner
Bmw,2011,36.30066439886592,69925,Diesel,Automatic,Third Owner
Mahindra,2010,5.334427293264385,177686,Petrol,Manual,Third Owner
Toyota,2012,19.34987261663018,91986,Petrol,Manual,Fourth & Above Owner
Audi,2014,28.302836015266173,244373,Petrol,Manual,Second Owner
Maruti,2017,3.0,239528,Petrol,Automatic,Second Owner
Ford,2010,3.0,246792,Petrol,Manual,First Owner
Volkswagen,2020,11.533307025879184,30560,Diesel,Manual,Second Owner
Hyundai,2013,16.40141455069596,48190,Diesel,Automatic,Second Owner
Toyota,2017,24.915444563356598,49871,Petrol,Manual,First Owner
Honda,2007,4.277670952852599,148410,Diesel,Manual,First Owner
Bmw,2008,35.48309374774665,110359,Petrol,Manual,First Owner
Kia,2013,3.652638865571643,187734,Diesel,Manual,Third Owner
Skoda,2011,5.851645670460657,74114,Lpg,Manual,Second Owner
Mahindra,2013,14.164042641347308,53940,Petrol,Manual,First Owner
Maruti,2007,3.0,164007,Diesel,Manual,Fourth & Above Owner
Maruti,2013,3.0,156229,Diesel,Automatic,First Owner
Volkswagen,2017,8.877910601906375,174197,Petrol,Manual,First Owner
Mahindra,2018,15.894832781045121,81455,Petrol,Automatic,Second Owner
Tata,2009,3.0,133965,Diesel,Manual,First Owner
Skoda,2011,3.0,232446,Petrol,Automatic,First Owner
Nissan,2014,3.0,154743,Petrol,Automatic,Second Owner
Skoda,2014,3.0,233460,Diesel,Automatic,First Owner
Tata,2019,3.4187428886443025,111188,Petrol,Automatic,First Owner
Bmw,2012,44.29594282673573,15986,Petrol,Manual,First Owner
Bmw,2017,30.91106145296017,191294,Lpg,Manual,Third Owner
Mahindra,2020,7.880883649521052,117811,Petrol,Manual,Second Owner
Volkswagen,2010,16.942326925549725,15314,Petrol,Manual,Third Owner
Renault,2019,9.678912126633342,38989,Diesel,Manual,Second Owner
Honda,2010,8.642268591511808,81658,Petrol,Manual,First Owner
Mercedes,2011,48.444530950591705,51794,Diesel,Manual,First Owner
Audi,2016,29.096697654815873,172685,Diesel,Manual,First Owner
Renault,2016,3.0,154734,Petrol,Manual,Second Owner
Audi,2014,33.553983474901734,85763,Petrol,Manual,Second Owner
Mercedes,2009,52.99760447703011,25740,Lpg,Manual,Second Owner
Volkswagen,2006,10.488665493132377,24241,Cng,Manual,Second Owner
Toyota,2021,14.78710566683962,236680,Petrol,Automatic,First Owner
Mercedes,2020,50.43686628391436,89528,Petrol,Manual,Third Owner
Audi,2020,43.284091563058304,31286,Petrol,Automatic,First Owner
Kia,2014,6.270435228325229,179316,Cng,Manual,Second Owner
Mahindra,2020,5.010749223949584,218141,Diesel,Manual,First Owner
Ford,2013,9.156218775870837,34886,Petrol,Manual,First Owner
Nissan,2006,3.0,236505,Diesel,Manual,Second Owner
Renault,2008,3.0,182534,Petrol,Automatic,First Owner
Kia,2009,13.416170267046502,66749,Petrol,Automatic,Third Owner
Maruti,2011,3.0,194986,Diesel,Manual,Second Owner
Maruti,2021,6.917299639053114,107886,Petrol,Manual,Second Owner
Mercedes,2010,44.37526338055514,160648,Diesel,Manual,First Owner
Honda,2016,16.60141768570389,36091,Petrol,Manual,Third Owner
Renault,2009,7.1094312461932105,64837,Diesel,Manual,Fourth & Above Owner
Ford,2016,3.0,194489,Lpg,Manual,First Owner
Ford,2015,3.0,202297,Petrol,Automatic,Second Owner
Kia,2007,15.605274946681504,7677,Petrol,Manual,Third Owner
Hyundai,2013,9.30084708323568,57538,Diesel,Manual,First Owner
Mercedes,2006,41.617485346404976,153845,Petrol,Manual,First Owner
Nissan,2021,3.0,226926,Diesel,Manual,Fourth & Above Owner
Bmw,2017,32.465405389471734,170203,Diesel,Manual,First Owner
Honda,2021,7.337603856096436,178128,Petrol,Manual,Fourth & Above Owner
Mahindra,2020,14.060688588493889,100216,Diesel,Manual,First Owner
Audi,2008,40.66971984347161,18406,Petrol,Automatic,Second Owner
Renault,2017,3.0,192648,Petrol,Manual,First Owner
Mahindra,2006,3.0,200825,Petrol,Manual,First Owner
